state,date,fips,cases,deaths,cfr
Georgia,2020-03-12,13,31,1,0.03225806451612903
Georgia,2020-03-13,13,41,1,0.024390243902439025
Georgia,2020-03-14,13,65,1,0.015384615384615385
Georgia,2020-03-15,13,97,1,0.010309278350515464
Georgia,2020-03-16,13,118,1,0.00847457627118644
Georgia,2020-03-17,13,142,1,0.007042253521126761
Georgia,2020-03-18,13,193,3,0.015544041450777202
Georgia,2020-03-19,13,282,10,0.03546099290780142
Georgia,2020-03-20,13,482,14,0.029045643153526972
Georgia,2020-03-21,13,552,20,0.036231884057971016
Georgia,2020-03-22,13,620,25,0.04032258064516129
Georgia,2020-03-23,13,800,25,0.03125
Georgia,2020-03-24,13,1097,38,0.03463992707383774
Georgia,2020-03-25,13,1387,47,0.033886085075702954
Georgia,2020-03-26,13,1643,56,0.03408399269628728
Georgia,2020-03-27,13,2198,64,0.029117379435850774
Georgia,2020-03-28,13,2447,79,0.03228442991418063
Georgia,2020-03-29,13,2683,83,0.030935519940365263
Georgia,2020-03-30,13,3032,102,0.033641160949868076
Georgia,2020-03-31,13,4117,125,0.03036191401505951
Georgia,2020-04-01,13,4748,154,0.03243470935130581
Georgia,2020-04-02,13,5444,176,0.03232916972814107
Georgia,2020-04-03,13,5967,198,0.033182503770739065
Georgia,2020-04-04,13,6383,208,0.032586558044806514
Georgia,2020-04-05,13,6742,219,0.032482942746959356
Georgia,2020-04-06,13,7558,294,0.03889917967716327
Georgia,2020-04-07,13,9156,348,0.03800786369593709
Georgia,2020-04-08,13,10204,370,0.03626029008232066
Georgia,2020-04-09,13,10885,412,0.03785025264124942
Georgia,2020-04-10,13,11859,425,0.03583776035078843
Georgia,2020-04-11,13,12261,432,0.035233667726939075
Georgia,2020-04-12,13,12103,438,0.0361893745352392
Georgia,2020-04-13,13,13125,479,0.036495238095238094
Georgia,2020-04-14,13,13913,517,0.03715949112340976
Georgia,2020-04-15,13,14583,569,0.03901803469793595
Georgia,2020-04-16,13,15644,611,0.03905650728713884
Georgia,2020-04-17,13,16658,661,0.03968063392964342
Georgia,2020-04-18,13,17014,670,0.03937933466556953
Georgia,2020-04-19,13,17619,682,0.03870821272489926
Georgia,2020-04-20,13,18447,767,0.041578576462297394
Georgia,2020-04-21,13,19189,810,0.042211683777164
Guam,2020-03-15,66,3,0,0.0
Guam,2020-03-16,66,3,0,0.0
Guam,2020-03-17,66,3,0,0.0
Guam,2020-03-18,66,8,0,0.0
Guam,2020-03-19,66,12,0,0.0
Guam,2020-03-20,66,14,0,0.0
Guam,2020-03-21,66,15,0,0.0
Guam,2020-03-22,66,27,1,0.037037037037037035
Guam,2020-03-23,66,29,1,0.034482758620689655
Guam,2020-03-24,66,32,1,0.03125
Guam,2020-03-25,66,32,1,0.03125
Guam,2020-03-26,66,49,1,0.02040816326530612
Guam,2020-03-27,66,53,1,0.018867924528301886
Guam,2020-03-28,66,57,1,0.017543859649122806
Guam,2020-03-29,66,58,1,0.017241379310344827
Guam,2020-03-30,66,60,1,0.016666666666666666
Guam,2020-03-31,66,139,2,0.014388489208633094
Guam,2020-04-01,66,147,3,0.02040816326530612
Guam,2020-04-02,66,152,3,0.019736842105263157
Guam,2020-04-03,66,154,4,0.025974025974025976
Guam,2020-04-04,66,223,4,0.017937219730941704
Guam,2020-04-05,66,265,4,0.01509433962264151
Guam,2020-04-06,66,266,4,0.015037593984962405
Guam,2020-04-07,66,274,4,0.014598540145985401
Guam,2020-04-08,66,409,4,0.009779951100244499
Guam,2020-04-09,66,542,4,0.007380073800738007
Guam,2020-04-10,66,577,4,0.006932409012131715
Guam,2020-04-11,66,681,5,0.007342143906020558
Guam,2020-04-12,66,716,5,0.006983240223463687
Guam,2020-04-13,66,719,6,0.008344923504867872
Guam,2020-04-14,66,721,6,0.008321775312066574
Guam,2020-04-15,66,750,6,0.008
Guam,2020-04-16,66,790,6,0.007594936708860759
Guam,2020-04-17,66,796,6,0.007537688442211055
Guam,2020-04-18,66,805,6,0.007453416149068323
Guam,2020-04-19,66,808,6,0.007425742574257425
Guam,2020-04-20,66,811,6,0.007398273736128237
Guam,2020-04-21,66,852,6,0.007042253521126761
Hawaii,2020-03-06,15,1,0,0.0
Hawaii,2020-03-07,15,1,0,0.0
Hawaii,2020-03-08,15,2,0,0.0
Hawaii,2020-03-09,15,2,0,0.0
Hawaii,2020-03-10,15,2,0,0.0
Hawaii,2020-03-11,15,2,0,0.0
Hawaii,2020-03-12,15,2,0,0.0
Hawaii,2020-03-13,15,2,0,0.0
Hawaii,2020-03-14,15,4,0,0.0
Hawaii,2020-03-15,15,7,0,0.0
Hawaii,2020-03-16,15,10,0,0.0
Hawaii,2020-03-17,15,14,0,0.0
Hawaii,2020-03-18,15,16,0,0.0
Hawaii,2020-03-19,15,26,0,0.0
Hawaii,2020-03-20,15,37,0,0.0
Hawaii,2020-03-21,15,48,0,0.0
Hawaii,2020-03-22,15,56,0,0.0
Hawaii,2020-03-23,15,77,0,0.0
Hawaii,2020-03-24,15,90,0,0.0
Hawaii,2020-03-25,15,95,0,0.0
Hawaii,2020-03-26,15,106,0,0.0
Hawaii,2020-03-27,15,120,0,0.0
Hawaii,2020-03-28,15,151,0,0.0
Hawaii,2020-03-29,15,175,0,0.0
Hawaii,2020-03-30,15,204,0,0.0
Hawaii,2020-03-31,15,224,1,0.004464285714285714
Hawaii,2020-04-01,15,258,1,0.003875968992248062
Hawaii,2020-04-02,15,283,2,0.007067137809187279
Hawaii,2020-04-03,15,317,3,0.00946372239747634
Hawaii,2020-04-04,15,349,3,0.008595988538681949
Hawaii,2020-04-05,15,369,4,0.01084010840108401
Hawaii,2020-04-06,15,385,5,0.012987012987012988
Hawaii,2020-04-07,15,408,5,0.012254901960784314
Hawaii,2020-04-08,15,433,5,0.011547344110854504
Hawaii,2020-04-09,15,440,6,0.013636363636363636
Hawaii,2020-04-10,15,463,8,0.017278617710583154
Hawaii,2020-04-11,15,484,8,0.01652892561983471
Hawaii,2020-04-12,15,497,9,0.018108651911468814
Hawaii,2020-04-13,15,502,9,0.017928286852589643
Hawaii,2020-04-14,15,511,9,0.01761252446183953
Hawaii,2020-04-15,15,524,9,0.01717557251908397
Hawaii,2020-04-16,15,535,9,0.016822429906542057
Hawaii,2020-04-17,15,547,9,0.016453382084095063
Hawaii,2020-04-18,15,568,9,0.01584507042253521
Hawaii,2020-04-19,15,574,10,0.017421602787456445
Hawaii,2020-04-20,15,578,10,0.01730103806228374
Hawaii,2020-04-21,15,580,12,0.020689655172413793
Idaho,2020-03-13,16,1,0,0.0
Idaho,2020-03-14,16,5,0,0.0
Idaho,2020-03-15,16,5,0,0.0
Idaho,2020-03-16,16,5,0,0.0
Idaho,2020-03-17,16,9,0,0.0
Idaho,2020-03-18,16,11,0,0.0
Idaho,2020-03-19,16,23,0,0.0
Idaho,2020-03-20,16,31,0,0.0
Idaho,2020-03-21,16,42,0,0.0
Idaho,2020-03-22,16,47,0,0.0
Idaho,2020-03-23,16,50,0,0.0
Idaho,2020-03-24,16,73,0,0.0
Idaho,2020-03-25,16,123,0,0.0
Idaho,2020-03-26,16,189,3,0.015873015873015872
Idaho,2020-03-27,16,231,4,0.017316017316017316
Idaho,2020-03-28,16,261,5,0.019157088122605363
Idaho,2020-03-29,16,310,6,0.01935483870967742
Idaho,2020-03-30,16,415,7,0.016867469879518072
Idaho,2020-03-31,16,526,9,0.017110266159695818
Idaho,2020-04-01,16,669,9,0.013452914798206279
Idaho,2020-04-02,16,891,9,0.010101010101010102
Idaho,2020-04-03,16,1013,10,0.009871668311944718
Idaho,2020-04-04,16,1077,10,0.009285051067780872
Idaho,2020-04-05,16,1101,10,0.009082652134423252
Idaho,2020-04-06,16,1170,13,0.011111111111111112
Idaho,2020-04-07,16,1210,15,0.012396694214876033
Idaho,2020-04-08,16,1232,19,0.015422077922077922
Idaho,2020-04-09,16,1353,24,0.017738359201773836
Idaho,2020-04-10,16,1397,25,0.01789549033643522
Idaho,2020-04-11,16,1407,27,0.019189765458422176
Idaho,2020-04-12,16,1426,27,0.018934081346423562
Idaho,2020-04-13,16,1453,33,0.022711631108052306
Idaho,2020-04-14,16,1464,39,0.02663934426229508
Idaho,2020-04-15,16,1507,41,0.027206370272063702
Idaho,2020-04-16,16,1528,41,0.026832460732984294
Idaho,2020-04-17,16,1566,43,0.027458492975734355
Idaho,2020-04-18,16,1577,44,0.027901077996195307
Idaho,2020-04-19,16,1581,45,0.028462998102466792
Idaho,2020-04-20,16,1638,48,0.029304029304029304
Idaho,2020-04-21,16,1659,51,0.03074141048824593
Illinois,2020-01-24,17,1,0,0.0
Illinois,2020-01-25,17,1,0,0.0
Illinois,2020-01-26,17,1,0,0.0
Illinois,2020-01-27,17,1,0,0.0
Illinois,2020-01-28,17,1,0,0.0
Illinois,2020-01-29,17,1,0,0.0
Illinois,2020-01-30,17,2,0,0.0
Illinois,2020-01-31,17,2,0,0.0
Illinois,2020-02-01,17,2,0,0.0
Illinois,2020-02-02,17,2,0,0.0
Illinois,2020-02-03,17,2,0,0.0
Illinois,2020-02-04,17,2,0,0.0
Illinois,2020-02-05,17,2,0,0.0
Illinois,2020-02-06,17,2,0,0.0
Illinois,2020-02-07,17,2,0,0.0
Illinois,2020-02-08,17,2,0,0.0
Illinois,2020-02-09,17,2,0,0.0
Illinois,2020-02-10,17,2,0,0.0
Illinois,2020-02-11,17,2,0,0.0
Illinois,2020-02-12,17,2,0,0.0
Illinois,2020-02-13,17,2,0,0.0
Illinois,2020-02-14,17,2,0,0.0
Illinois,2020-02-15,17,2,0,0.0
Illinois,2020-02-16,17,2,0,0.0
Illinois,2020-02-17,17,2,0,0.0
Illinois,2020-02-18,17,2,0,0.0
Illinois,2020-02-19,17,2,0,0.0
Illinois,2020-02-20,17,2,0,0.0
Illinois,2020-02-21,17,2,0,0.0
Illinois,2020-02-22,17,2,0,0.0
Illinois,2020-02-23,17,2,0,0.0
Illinois,2020-02-24,17,2,0,0.0
Illinois,2020-02-25,17,2,0,0.0
Illinois,2020-02-26,17,2,0,0.0
Illinois,2020-02-27,17,2,0,0.0
Illinois,2020-02-28,17,2,0,0.0
Illinois,2020-02-29,17,3,0,0.0
Illinois,2020-03-01,17,3,0,0.0
Illinois,2020-03-02,17,4,0,0.0
Illinois,2020-03-03,17,4,0,0.0
Illinois,2020-03-04,17,4,0,0.0
Illinois,2020-03-05,17,5,0,0.0
Illinois,2020-03-06,17,6,0,0.0
Illinois,2020-03-07,17,6,0,0.0
Illinois,2020-03-08,17,7,0,0.0
Illinois,2020-03-09,17,11,0,0.0
Illinois,2020-03-10,17,19,0,0.0
Illinois,2020-03-11,17,25,0,0.0
Illinois,2020-03-12,17,32,0,0.0
Illinois,2020-03-13,17,46,0,0.0
Illinois,2020-03-14,17,66,0,0.0
Illinois,2020-03-15,17,94,0,0.0
Illinois,2020-03-16,17,104,0,0.0
Illinois,2020-03-17,17,159,1,0.006289308176100629
Illinois,2020-03-18,17,286,1,0.0034965034965034965
Illinois,2020-03-19,17,420,4,0.009523809523809525
Illinois,2020-03-20,17,583,5,0.008576329331046312
Illinois,2020-03-21,17,751,6,0.007989347536617843
Illinois,2020-03-22,17,1047,9,0.008595988538681949
Illinois,2020-03-23,17,1285,12,0.00933852140077821
Illinois,2020-03-24,17,1535,16,0.010423452768729642
Illinois,2020-03-25,17,1875,21,0.0112
Illinois,2020-03-26,17,2538,26,0.01024428684003152
Illinois,2020-03-27,17,3029,37,0.012215252558600198
Illinois,2020-03-28,17,3547,50,0.014096419509444602
Illinois,2020-03-29,17,4613,70,0.015174506828528073
Illinois,2020-03-30,17,5070,84,0.016568047337278107
Illinois,2020-03-31,17,5994,107,0.017851184517851185
Illinois,2020-04-01,17,6980,146,0.020916905444126076
Illinois,2020-04-02,17,7695,165,0.021442495126705652
Illinois,2020-04-03,17,8904,211,0.023697214734950584
Illinois,2020-04-04,17,10357,248,0.023945157864246402
Illinois,2020-04-05,17,11276,282,0.025008868393047178
Illinois,2020-04-06,17,12262,309,0.025199804273364868
Illinois,2020-04-07,17,13549,384,0.02834157502398701
Illinois,2020-04-08,17,15078,464,0.030773312110359465
Illinois,2020-04-09,17,16422,534,0.03251735476799415
Illinois,2020-04-10,17,17887,607,0.03393526024487058
Illinois,2020-04-11,17,19180,682,0.03555787278415016
Illinois,2020-04-12,17,20852,727,0.03486476117398811
Illinois,2020-04-13,17,22025,800,0.036322360953461974
Illinois,2020-04-14,17,23247,878,0.03776831419107842
Illinois,2020-04-15,17,24593,958,0.038954173951937544
Illinois,2020-04-16,17,25734,1081,0.04200668376466931
Illinois,2020-04-17,17,27575,1142,0.0414143245693563
Illinois,2020-04-18,17,29160,1272,0.043621399176954734
Illinois,2020-04-19,17,30357,1302,0.042889613598181636
Illinois,2020-04-20,17,31508,1359,0.04313190300875968
Illinois,2020-04-21,17,33059,1479,0.044738195347711666
Indiana,2020-03-06,18,1,0,0.0
Indiana,2020-03-07,18,1,0,0.0
Indiana,2020-03-08,18,2,0,0.0
Indiana,2020-03-09,18,4,0,0.0
Indiana,2020-03-10,18,6,0,0.0
Indiana,2020-03-11,18,11,0,0.0
Indiana,2020-03-12,18,12,0,0.0
Indiana,2020-03-13,18,12,0,0.0
Indiana,2020-03-14,18,15,0,0.0
Indiana,2020-03-15,18,19,0,0.0
Indiana,2020-03-16,18,24,1,0.041666666666666664
Indiana,2020-03-17,18,30,2,0.06666666666666667
Indiana,2020-03-18,18,39,2,0.05128205128205128
Indiana,2020-03-19,18,56,2,0.03571428571428571
Indiana,2020-03-20,18,79,3,0.0379746835443038
Indiana,2020-03-21,18,126,4,0.031746031746031744
Indiana,2020-03-22,18,201,6,0.029850746268656716
Indiana,2020-03-23,18,259,7,0.02702702702702703
Indiana,2020-03-24,18,366,12,0.03278688524590164
Indiana,2020-03-25,18,479,14,0.029227557411273485
Indiana,2020-03-26,18,656,18,0.027439024390243903
Indiana,2020-03-27,18,982,26,0.026476578411405296
Indiana,2020-03-28,18,1232,31,0.025162337662337664
Indiana,2020-03-29,18,1514,32,0.021136063408190225
Indiana,2020-03-30,18,1788,35,0.019574944071588368
Indiana,2020-03-31,18,2159,50,0.02315886984715146
Indiana,2020-04-01,18,2565,65,0.025341130604288498
Indiana,2020-04-02,18,3039,78,0.02566633761105627
Indiana,2020-04-03,18,3437,102,0.029677043933663078
Indiana,2020-04-04,18,3953,116,0.029344801416645586
Indiana,2020-04-05,18,4411,127,0.028791657220584903
Indiana,2020-04-06,18,4956,141,0.028450363196125907
Indiana,2020-04-07,18,5507,173,0.03141456328309424
Indiana,2020-04-08,18,5943,203,0.03415783274440518
Indiana,2020-04-09,18,6351,246,0.038734057628719884
Indiana,2020-04-10,18,6907,300,0.04343419719125525
Indiana,2020-04-11,18,7435,330,0.04438466711499664
Indiana,2020-04-12,18,7928,343,0.043264379414732594
Indiana,2020-04-13,18,8236,350,0.04249635745507528
Indiana,2020-04-14,18,8527,387,0.04538524686290606
Indiana,2020-04-15,18,8955,436,0.048687883863763264
Indiana,2020-04-16,18,9542,477,0.04998952001676797
Indiana,2020-04-17,18,10154,519,0.05111286192633445
Indiana,2020-04-18,18,10641,545,0.05121699088431538
Indiana,2020-04-19,18,11210,562,0.05013380909901873
Indiana,2020-04-20,18,11686,569,0.04869074105767585
Indiana,2020-04-21,18,12097,630,0.05207902785814665
Iowa,2020-03-08,19,3,0,0.0
Iowa,2020-03-09,19,8,0,0.0
Iowa,2020-03-10,19,13,0,0.0
Iowa,2020-03-11,19,14,0,0.0
Iowa,2020-03-12,19,16,0,0.0
Iowa,2020-03-13,19,17,0,0.0
Iowa,2020-03-14,19,18,0,0.0
Iowa,2020-03-15,19,22,0,0.0
Iowa,2020-03-16,19,22,0,0.0
Iowa,2020-03-17,19,29,0,0.0
Iowa,2020-03-18,19,38,0,0.0
Iowa,2020-03-19,19,44,0,0.0
Iowa,2020-03-20,19,45,0,0.0
Iowa,2020-03-21,19,68,0,0.0
Iowa,2020-03-22,19,90,0,0.0
Iowa,2020-03-23,19,105,0,0.0
Iowa,2020-03-24,19,124,1,0.008064516129032258
Iowa,2020-03-25,19,145,1,0.006896551724137931
Iowa,2020-03-26,19,179,1,0.00558659217877095
Iowa,2020-03-27,19,235,3,0.01276595744680851
Iowa,2020-03-28,19,298,3,0.010067114093959731
Iowa,2020-03-29,19,336,4,0.011904761904761904
Iowa,2020-03-30,19,424,6,0.014150943396226415
Iowa,2020-03-31,19,498,7,0.014056224899598393
Iowa,2020-04-01,19,549,9,0.01639344262295082
Iowa,2020-04-02,19,614,11,0.017915309446254073
Iowa,2020-04-03,19,699,11,0.015736766809728183
Iowa,2020-04-04,19,786,11,0.013994910941475827
Iowa,2020-04-05,19,868,22,0.02534562211981567
Iowa,2020-04-06,19,946,25,0.026427061310782242
Iowa,2020-04-07,19,1048,26,0.02480916030534351
Iowa,2020-04-08,19,1145,27,0.023580786026200874
Iowa,2020-04-09,19,1270,27,0.02125984251968504
Iowa,2020-04-10,19,1388,31,0.0223342939481268
Iowa,2020-04-11,19,1510,34,0.022516556291390728
Iowa,2020-04-12,19,1587,41,0.0258349086326402
Iowa,2020-04-13,19,1710,44,0.025730994152046785
Iowa,2020-04-14,19,1899,44,0.02317008952080042
Iowa,2020-04-15,19,1995,53,0.026566416040100252
Iowa,2020-04-16,19,2141,60,0.02802428771602055
Iowa,2020-04-17,19,2332,64,0.0274442538593482
Iowa,2020-04-18,19,2513,74,0.029446876243533624
Iowa,2020-04-19,19,2915,75,0.025728987993138937
Iowa,2020-04-20,19,3175,79,0.024881889763779527
Iowa,2020-04-21,19,3641,83,0.02279593518264213
Kansas,2020-03-07,20,1,0,0.0
Kansas,2020-03-08,20,1,0,0.0
Kansas,2020-03-09,20,1,0,0.0
Kansas,2020-03-10,20,1,0,0.0
Kansas,2020-03-11,20,1,0,0.0
Kansas,2020-03-12,20,5,1,0.2
Kansas,2020-03-13,20,6,1,0.16666666666666666
Kansas,2020-03-14,20,8,1,0.125
Kansas,2020-03-15,20,9,1,0.1111111111111111
Kansas,2020-03-16,20,11,1,0.09090909090909091
Kansas,2020-03-17,20,17,1,0.058823529411764705
Kansas,2020-03-18,20,22,1,0.045454545454545456
Kansas,2020-03-19,20,35,1,0.02857142857142857
Kansas,2020-03-20,20,49,1,0.02040816326530612
Kansas,2020-03-21,20,57,2,0.03508771929824561
Kansas,2020-03-22,20,66,2,0.030303030303030304
Kansas,2020-03-23,20,82,2,0.024390243902439025
Kansas,2020-03-24,20,99,3,0.030303030303030304
Kansas,2020-03-25,20,132,3,0.022727272727272728
Kansas,2020-03-26,20,171,3,0.017543859649122806
Kansas,2020-03-27,20,212,4,0.018867924528301886
Kansas,2020-03-28,20,271,6,0.02214022140221402
Kansas,2020-03-29,20,332,7,0.02108433734939759
Kansas,2020-03-30,20,373,9,0.024128686327077747
Kansas,2020-03-31,20,434,10,0.02304147465437788
Kansas,2020-04-01,20,488,11,0.022540983606557378
Kansas,2020-04-02,20,554,14,0.02527075812274368
Kansas,2020-04-03,20,624,19,0.030448717948717948
Kansas,2020-04-04,20,701,21,0.029957203994293864
Kansas,2020-04-05,20,763,23,0.03014416775884666
Kansas,2020-04-06,20,853,25,0.029308323563892145
Kansas,2020-04-07,20,905,30,0.03314917127071823
Kansas,2020-04-08,20,1055,38,0.03601895734597156
Kansas,2020-04-09,20,1116,42,0.03763440860215054
Kansas,2020-04-10,20,1180,50,0.0423728813559322
Kansas,2020-04-11,20,1283,55,0.042868277474668745
Kansas,2020-04-12,20,1338,56,0.04185351270553064
Kansas,2020-04-13,20,1383,63,0.0455531453362256
Kansas,2020-04-14,20,1439,69,0.04794996525364837
Kansas,2020-04-15,20,1502,76,0.05059920106524634
Kansas,2020-04-16,20,1594,80,0.050188205771643665
Kansas,2020-04-17,20,1731,84,0.04852686308492201
Kansas,2020-04-18,20,1820,86,0.04725274725274725
Kansas,2020-04-19,20,1898,94,0.04952581664910432
Kansas,2020-04-20,20,2031,101,0.04972919743968488
Kansas,2020-04-21,20,2115,107,0.050591016548463354
Kentucky,2020-03-06,21,1,0,0.0
Kentucky,2020-03-07,21,1,0,0.0
Kentucky,2020-03-08,21,4,0,0.0
Kentucky,2020-03-09,21,5,0,0.0
Kentucky,2020-03-10,21,7,0,0.0
Kentucky,2020-03-11,21,7,0,0.0
Kentucky,2020-03-12,21,11,0,0.0
Kentucky,2020-03-13,21,11,0,0.0
Kentucky,2020-03-14,21,18,0,0.0
Kentucky,2020-03-15,21,21,0,0.0
Kentucky,2020-03-16,21,22,1,0.045454545454545456
Kentucky,2020-03-17,21,26,1,0.038461538461538464
Kentucky,2020-03-18,21,35,1,0.02857142857142857
Kentucky,2020-03-19,21,47,2,0.0425531914893617
Kentucky,2020-03-20,21,63,2,0.031746031746031744
Kentucky,2020-03-21,21,84,3,0.03571428571428571
Kentucky,2020-03-22,21,103,3,0.02912621359223301
Kentucky,2020-03-23,21,124,3,0.024193548387096774
Kentucky,2020-03-24,21,157,3,0.01910828025477707
Kentucky,2020-03-25,21,198,5,0.025252525252525252
Kentucky,2020-03-26,21,248,5,0.020161290322580645
Kentucky,2020-03-27,21,302,8,0.026490066225165563
Kentucky,2020-03-28,21,394,9,0.02284263959390863
Kentucky,2020-03-29,21,439,9,0.02050113895216401
Kentucky,2020-03-30,21,480,11,0.022916666666666665
Kentucky,2020-03-31,21,590,18,0.030508474576271188
Kentucky,2020-04-01,21,682,20,0.02932551319648094
Kentucky,2020-04-02,21,755,34,0.045033112582781455
Kentucky,2020-04-03,21,770,34,0.04415584415584416
Kentucky,2020-04-04,21,917,40,0.04362050163576881
Kentucky,2020-04-05,21,1048,44,0.04198473282442748
Kentucky,2020-04-06,21,1057,52,0.04919583727530748
Kentucky,2020-04-07,21,1289,66,0.05120248254460822
Kentucky,2020-04-08,21,1393,73,0.0524048815506102
Kentucky,2020-04-09,21,1525,84,0.05508196721311476
Kentucky,2020-04-10,21,1702,90,0.052878965922444184
Kentucky,2020-04-11,21,1851,94,0.050783360345759046
Kentucky,2020-04-12,21,1963,98,0.049923586347427405
Kentucky,2020-04-13,21,2048,106,0.0517578125
Kentucky,2020-04-14,21,2210,115,0.05203619909502263
Kentucky,2020-04-15,21,2295,124,0.05403050108932462
Kentucky,2020-04-16,21,2429,131,0.05393165911897901
Kentucky,2020-04-17,21,2522,139,0.055114988104678825
Kentucky,2020-04-18,21,2707,145,0.05356483191725157
Kentucky,2020-04-19,21,2960,149,0.05033783783783784
Kentucky,2020-04-20,21,3050,155,0.05081967213114754
Kentucky,2020-04-21,21,3193,172,0.05386783589101159
Louisiana,2020-03-09,22,1,0,0.0
Louisiana,2020-03-10,22,6,0,0.0
Louisiana,2020-03-11,22,13,0,0.0
Louisiana,2020-03-12,22,14,0,0.0
Louisiana,2020-03-13,22,36,0,0.0
Louisiana,2020-03-14,22,77,1,0.012987012987012988
Louisiana,2020-03-15,22,103,2,0.019417475728155338
Louisiana,2020-03-16,22,137,3,0.021897810218978103
Louisiana,2020-03-17,22,196,5,0.025510204081632654
Louisiana,2020-03-18,22,280,7,0.025
Louisiana,2020-03-19,22,392,10,0.025510204081632654
Louisiana,2020-03-20,22,537,10,0.0186219739292365
Louisiana,2020-03-21,22,763,16,0.020969855832241154
Louisiana,2020-03-22,22,837,20,0.023894862604540025
Louisiana,2020-03-23,22,1172,34,0.02901023890784983
Louisiana,2020-03-24,22,1388,46,0.03314121037463977
Louisiana,2020-03-25,22,1795,65,0.036211699164345405
Louisiana,2020-03-26,22,2305,83,0.03600867678958785
Louisiana,2020-03-27,22,2746,119,0.04333576110706482
Louisiana,2020-03-28,22,3315,137,0.04132730015082956
Louisiana,2020-03-29,22,3540,152,0.04293785310734463
Louisiana,2020-03-30,22,4025,186,0.0462111801242236
Louisiana,2020-03-31,22,5237,240,0.04582776398701547
Louisiana,2020-04-01,22,6424,273,0.04249688667496887
Louisiana,2020-04-02,22,9150,310,0.033879781420765025
Louisiana,2020-04-03,22,10297,370,0.03593279595998835
Louisiana,2020-04-04,22,12496,412,0.03297055057618438
Louisiana,2020-04-05,22,13010,477,0.036664104534973097
Louisiana,2020-04-06,22,14867,512,0.034438689715477235
Louisiana,2020-04-07,22,16284,582,0.03574060427413412
Louisiana,2020-04-08,22,17030,652,0.03828537874339401
Louisiana,2020-04-09,22,18283,702,0.0383963244544112
Louisiana,2020-04-10,22,19253,755,0.039214667843972366
Louisiana,2020-04-11,22,20014,806,0.04027180973318677
Louisiana,2020-04-12,22,20595,840,0.04078659868900218
Louisiana,2020-04-13,22,21016,884,0.0420631899505139
Louisiana,2020-04-14,22,21518,1013,0.0470768658797286
Louisiana,2020-04-15,22,21951,1103,0.05024828026058038
Louisiana,2020-04-16,22,22532,1156,0.05130481093555832
Louisiana,2020-04-17,22,23118,1213,0.052469936845747904
Louisiana,2020-04-18,22,23580,1267,0.05373197625106022
Louisiana,2020-04-19,22,23928,1296,0.05416248746238716
Louisiana,2020-04-20,22,24523,1328,0.054153243893487746
Louisiana,2020-04-21,22,24854,1405,0.056530135994206164
Maine,2020-03-12,23,1,0,0.0
Maine,2020-03-13,23,2,0,0.0
Maine,2020-03-14,23,3,0,0.0
Maine,2020-03-15,23,12,0,0.0
Maine,2020-03-16,23,17,0,0.0
Maine,2020-03-17,23,32,0,0.0
Maine,2020-03-18,23,43,0,0.0
Maine,2020-03-19,23,52,0,0.0
Maine,2020-03-20,23,57,0,0.0
Maine,2020-03-21,23,70,0,0.0
Maine,2020-03-22,23,89,0,0.0
Maine,2020-03-23,23,107,0,0.0
Maine,2020-03-24,23,118,0,0.0
Maine,2020-03-25,23,142,0,0.0
Maine,2020-03-26,23,155,0,0.0
Maine,2020-03-27,23,168,1,0.005952380952380952
Maine,2020-03-28,23,211,1,0.004739336492890996
Maine,2020-03-29,23,253,3,0.011857707509881422
Maine,2020-03-30,23,275,3,0.01090909090909091
Maine,2020-03-31,23,303,5,0.0165016501650165
Maine,2020-04-01,23,344,7,0.020348837209302327
Maine,2020-04-02,23,376,7,0.018617021276595744
Maine,2020-04-03,23,432,9,0.020833333333333332
Maine,2020-04-04,23,456,10,0.021929824561403508
Maine,2020-04-05,23,470,10,0.02127659574468085
Maine,2020-04-06,23,499,10,0.02004008016032064
Maine,2020-04-07,23,519,12,0.023121387283236993
Maine,2020-04-08,23,537,14,0.0260707635009311
Maine,2020-04-09,23,560,16,0.02857142857142857
Maine,2020-04-10,23,586,17,0.02901023890784983
Maine,2020-04-11,23,616,19,0.030844155844155844
Maine,2020-04-12,23,633,19,0.030015797788309637
Maine,2020-04-13,23,698,19,0.027220630372492838
Maine,2020-04-14,23,734,20,0.027247956403269755
Maine,2020-04-15,23,770,24,0.03116883116883117
Maine,2020-04-16,23,796,27,0.03391959798994975
Maine,2020-04-17,23,827,29,0.03506650544135429
Maine,2020-04-18,23,847,32,0.03778040141676505
Maine,2020-04-19,23,867,34,0.0392156862745098
Maine,2020-04-20,23,875,35,0.04
Maine,2020-04-21,23,888,36,0.04054054054054054
Maryland,2020-03-05,24,3,0,0.0
Maryland,2020-03-06,24,3,0,0.0
Maryland,2020-03-07,24,3,0,0.0
Maryland,2020-03-08,24,5,0,0.0
Maryland,2020-03-09,24,6,0,0.0
Maryland,2020-03-10,24,9,0,0.0
Maryland,2020-03-11,24,13,0,0.0
Maryland,2020-03-12,24,13,0,0.0
Maryland,2020-03-13,24,18,0,0.0
Maryland,2020-03-14,24,27,0,0.0
Maryland,2020-03-15,24,32,0,0.0
Maryland,2020-03-16,24,39,0,0.0
Maryland,2020-03-17,24,57,0,0.0
Maryland,2020-03-18,24,85,1,0.011764705882352941
Maryland,2020-03-19,24,108,1,0.009259259259259259
Maryland,2020-03-20,24,150,2,0.013333333333333334
