,date,state,fips,cases,deaths,Case_Difference,Daily_PCT_Increase
2088,2020-04-09,Oklahoma,40,1684,80,160.0,0.10498687664042006
2032,2020-04-08,Oklahoma,40,1524,79,52.0,0.03532608695652173
1977,2020-04-07,Oklahoma,40,1472,67,145.0,0.10926902788244153
1922,2020-04-06,Oklahoma,40,1327,51,75.0,0.059904153354632506
1867,2020-04-05,Oklahoma,40,1252,46,93.0,0.08024158757549604
1812,2020-04-04,Oklahoma,40,1159,42,171.0,0.17307692307692313
1757,2020-04-03,Oklahoma,40,988,38,109.0,0.12400455062571103
1702,2020-04-02,Oklahoma,40,879,34,160.0,0.22253129346314315
1647,2020-04-01,Oklahoma,40,719,30,153.0,0.27031802120141335
1592,2020-03-31,Oklahoma,40,566,23,85.0,0.17671517671517667
1537,2020-03-30,Oklahoma,40,481,17,52.0,0.1212121212121211
1482,2020-03-29,Oklahoma,40,429,16,52.0,0.13793103448275867
1427,2020-03-28,Oklahoma,40,377,15,55.0,0.170807453416149
1372,2020-03-27,Oklahoma,40,322,8,74.0,0.2983870967741935
1318,2020-03-26,Oklahoma,40,248,7,84.0,0.5121951219512195
1264,2020-03-25,Oklahoma,40,164,5,58.0,0.5471698113207548
1210,2020-03-24,Oklahoma,40,106,3,25.0,0.308641975308642
1156,2020-03-23,Oklahoma,40,81,2,14.0,0.20895522388059695
1102,2020-03-22,Oklahoma,40,67,2,14.0,0.26415094339622636
1048,2020-03-21,Oklahoma,40,53,1,4.0,0.08163265306122458
994,2020-03-20,Oklahoma,40,49,1,5.0,0.11363636363636354
940,2020-03-19,Oklahoma,40,44,1,15.0,0.5172413793103448
886,2020-03-18,Oklahoma,40,29,0,11.0,0.6111111111111112
832,2020-03-17,Oklahoma,40,18,0,8.0,0.8
779,2020-03-16,Oklahoma,40,10,0,2.0,0.25
726,2020-03-15,Oklahoma,40,8,0,4.0,1.0
673,2020-03-14,Oklahoma,40,4,0,1.0,0.33333333333333326
622,2020-03-13,Oklahoma,40,3,0,1.0,0.5
572,2020-03-12,Oklahoma,40,2,0,0.0,0.0
525,2020-03-11,Oklahoma,40,2,0,0.0,0.0
481,2020-03-10,Oklahoma,40,2,0,1.0,1.0
443,2020-03-09,Oklahoma,40,1,0,0.0,0.0
406,2020-03-08,Oklahoma,40,1,0,0.0,0.0
371,2020-03-07,Oklahoma,40,1,0,0.0,0.0
2759,2020-04-21,Ohio,39,13725,557,806.0,0.062388729777846486
2703,2020-04-20,Ohio,39,12919,509,1317.0,0.11351491122220314
2647,2020-04-19,Ohio,39,11602,471,1380.0,0.13500293484640968
2591,2020-04-18,Ohio,39,10222,451,1115.0,0.12243329307126394
2535,2020-04-17,Ohio,39,9107,418,693.0,0.08236272878535766
2479,2020-04-16,Ohio,39,8414,389,623.0,0.07996406109613652
2423,2020-04-15,Ohio,39,7791,361,511.0,0.07019230769230766
2367,2020-04-14,Ohio,39,7280,324,305.0,0.043727598566308146
2311,2020-04-13,Ohio,39,6975,274,371.0,0.05617807389460938
2255,2020-04-12,Ohio,39,6604,253,354.0,0.056640000000000024
2199,2020-04-11,Ohio,39,6250,247,372.0,0.06328683225586929
2143,2020-04-10,Ohio,39,5878,231,366.0,0.06640058055152398
2087,2020-04-09,Ohio,39,5512,213,364.0,0.07070707070707072
2031,2020-04-08,Ohio,39,5148,193,366.0,0.07653701380175648
1976,2020-04-07,Ohio,39,4782,167,332.0,0.0746067415730336
1921,2020-04-06,Ohio,39,4450,142,407.0,0.10066782092505555
1866,2020-04-05,Ohio,39,4043,119,304.0,0.0813051618079701
1811,2020-04-04,Ohio,39,3739,102,427.0,0.12892512077294693
1756,2020-04-03,Ohio,39,3312,91,410.0,0.14128187456926256
1701,2020-04-02,Ohio,39,2902,81,355.0,0.13937966234786026
1646,2020-04-01,Ohio,39,2547,65,348.0,0.15825375170532063
1591,2020-03-31,Ohio,39,2199,55,266.0,0.13760993274702527
1536,2020-03-30,Ohio,39,1933,40,268.0,0.16096096096096102
1481,2020-03-29,Ohio,39,1665,30,259.0,0.18421052631578938
1426,2020-03-28,Ohio,39,1406,25,262.0,0.22902097902097895
1371,2020-03-27,Ohio,39,1144,22,277.0,0.3194925028835063
1317,2020-03-26,Ohio,39,867,15,161.0,0.2280453257790369
1263,2020-03-25,Ohio,39,706,11,142.0,0.25177304964539005
1209,2020-03-24,Ohio,39,564,8,120.0,0.2702702702702702
1155,2020-03-23,Ohio,39,444,6,93.0,0.2649572649572649
1101,2020-03-22,Ohio,39,351,3,104.0,0.42105263157894735
1047,2020-03-21,Ohio,39,247,3,78.0,0.46153846153846145
993,2020-03-20,Ohio,39,169,1,49.0,0.40833333333333344
939,2020-03-19,Ohio,39,120,0,30.0,0.33333333333333326
885,2020-03-18,Ohio,39,90,0,23.0,0.34328358208955234
831,2020-03-17,Ohio,39,67,0,17.0,0.3400000000000001
778,2020-03-16,Ohio,39,50,0,13.0,0.3513513513513513
725,2020-03-15,Ohio,39,37,0,11.0,0.42307692307692313
672,2020-03-14,Ohio,39,26,0,13.0,1.0
621,2020-03-13,Ohio,39,13,0,8.0,1.6
571,2020-03-12,Ohio,39,5,0,1.0,0.25
524,2020-03-11,Ohio,39,4,0,1.0,0.33333333333333326
480,2020-03-10,Ohio,39,3,0,0.0,0.0
2758,2020-04-21,Northern Mariana Islands,69,14,2,0.0,0.0
2702,2020-04-20,Northern Mariana Islands,69,14,2,0.0,0.0
2646,2020-04-19,Northern Mariana Islands,69,14,2,0.0,0.0
2590,2020-04-18,Northern Mariana Islands,69,14,2,0.0,0.0
2534,2020-04-17,Northern Mariana Islands,69,14,2,1.0,0.07692307692307687
2478,2020-04-16,Northern Mariana Islands,69,13,2,0.0,0.0
2422,2020-04-15,Northern Mariana Islands,69,13,2,0.0,0.0
2366,2020-04-14,Northern Mariana Islands,69,13,2,2.0,0.18181818181818188
2310,2020-04-13,Northern Mariana Islands,69,11,2,0.0,0.0
2254,2020-04-12,Northern Mariana Islands,69,11,2,0.0,0.0
2198,2020-04-11,Northern Mariana Islands,69,11,2,0.0,0.0
2142,2020-04-10,Northern Mariana Islands,69,11,2,0.0,0.0
2086,2020-04-09,Northern Mariana Islands,69,11,2,0.0,0.0
2030,2020-04-08,Northern Mariana Islands,69,11,2,3.0,0.375
1975,2020-04-07,Northern Mariana Islands,69,8,2,0.0,0.0
1920,2020-04-06,Northern Mariana Islands,69,8,1,0.0,0.0
1865,2020-04-05,Northern Mariana Islands,69,8,1,0.0,0.0
1810,2020-04-04,Northern Mariana Islands,69,8,1,0.0,0.0
1755,2020-04-03,Northern Mariana Islands,69,8,1,0.0,0.0
1700,2020-04-02,Northern Mariana Islands,69,8,1,2.0,0.33333333333333326
1645,2020-04-01,Northern Mariana Islands,69,6,1,4.0,2.0
1590,2020-03-31,Northern Mariana Islands,69,2,0,0.0,0.0
1535,2020-03-30,Northern Mariana Islands,69,2,0,0.0,0.0
1480,2020-03-29,Northern Mariana Islands,69,2,0,0.0,0.0
2757,2020-04-21,North Dakota,38,644,13,17.0,0.027113237639553533
2701,2020-04-20,North Dakota,38,627,13,42.0,0.07179487179487176
2645,2020-04-19,North Dakota,38,585,10,57.0,0.10795454545454541
2589,2020-04-18,North Dakota,38,528,9,89.0,0.20273348519362178
2533,2020-04-17,North Dakota,38,439,9,46.0,0.11704834605597969
2477,2020-04-16,North Dakota,38,393,9,28.0,0.0767123287671232
2421,2020-04-15,North Dakota,38,365,9,24.0,0.07038123167155419
2365,2020-04-14,North Dakota,38,341,9,10.0,0.030211480362537735
2309,2020-04-13,North Dakota,38,331,9,23.0,0.07467532467532467
2253,2020-04-12,North Dakota,38,308,8,15.0,0.05119453924914685
2197,2020-04-11,North Dakota,38,293,7,15.0,0.05395683453237421
2141,2020-04-10,North Dakota,38,278,7,9.0,0.03345724907063197
2085,2020-04-09,North Dakota,38,269,5,18.0,0.0717131474103585
2029,2020-04-08,North Dakota,38,251,4,14.0,0.05907172995780585
1974,2020-04-07,North Dakota,38,237,4,12.0,0.05333333333333323
1919,2020-04-06,North Dakota,38,225,3,18.0,0.08695652173913038
1864,2020-04-05,North Dakota,38,207,3,21.0,0.11290322580645151
1809,2020-04-04,North Dakota,38,186,3,13.0,0.07514450867052025
1754,2020-04-03,North Dakota,38,173,3,14.0,0.08805031446540879
1699,2020-04-02,North Dakota,38,159,3,12.0,0.08163265306122458
1644,2020-04-01,North Dakota,38,147,3,21.0,0.16666666666666674
1589,2020-03-31,North Dakota,38,126,3,17.0,0.15596330275229353
1534,2020-03-30,North Dakota,38,109,3,11.0,0.11224489795918369
1479,2020-03-29,North Dakota,38,98,1,4.0,0.042553191489361764
1424,2020-03-28,North Dakota,38,94,1,26.0,0.38235294117647056
1370,2020-03-27,North Dakota,38,68,1,10.0,0.17241379310344818
1316,2020-03-26,North Dakota,38,58,0,13.0,0.288888888888889
1262,2020-03-25,North Dakota,38,45,0,9.0,0.25
1208,2020-03-24,North Dakota,38,36,0,4.0,0.125
1154,2020-03-23,North Dakota,38,32,0,2.0,0.06666666666666665
1100,2020-03-22,North Dakota,38,30,0,2.0,0.0714285714285714
1046,2020-03-21,North Dakota,38,28,0,1.0,0.03703703703703698
992,2020-03-20,North Dakota,38,27,0,8.0,0.42105263157894735
938,2020-03-19,North Dakota,38,19,0,12.0,1.7142857142857144
884,2020-03-18,North Dakota,38,7,0,2.0,0.3999999999999999
830,2020-03-17,North Dakota,38,5,0,4.0,4.0
777,2020-03-16,North Dakota,38,1,0,0.0,0.0
724,2020-03-15,North Dakota,38,1,0,0.0,0.0
671,2020-03-14,North Dakota,38,1,0,0.0,0.0
620,2020-03-13,North Dakota,38,1,0,0.0,0.0
570,2020-03-12,North Dakota,38,1,0,0.0,0.0
2756,2020-04-21,North Carolina,37,6951,217,187.0,0.02764636309875823
2700,2020-04-20,North Carolina,37,6764,187,271.0,0.04173725550592944
2644,2020-04-19,North Carolina,37,6493,183,353.0,0.05749185667752443
2588,2020-04-18,North Carolina,37,6140,175,281.0,0.04796040279911251
2532,2020-04-17,North Carolina,37,5859,159,396.0,0.07248764415156517
2476,2020-04-16,North Carolina,37,5463,140,340.0,0.06636736287331635
2420,2020-04-15,North Carolina,37,5123,128,131.0,0.026241987179487225
2364,2020-04-14,North Carolina,37,4992,116,204.0,0.04260651629072676
2308,2020-04-13,North Carolina,37,4788,91,268.0,0.059292035398230025
2252,2020-04-12,North Carolina,37,4520,86,210.0,0.04872389791183296
2196,2020-04-11,North Carolina,37,4310,86,404.0,0.10343061955965172
2140,2020-04-10,North Carolina,37,3906,78,255.0,0.06984387838948236
2084,2020-04-09,North Carolina,37,3651,74,228.0,0.06660823838737939
2028,2020-04-08,North Carolina,37,3423,61,203.0,0.06304347826086953
1973,2020-04-07,North Carolina,37,3220,50,350.0,0.12195121951219523
1918,2020-04-06,North Carolina,37,2870,40,285.0,0.1102514506769825
1863,2020-04-05,North Carolina,37,2585,37,183.0,0.0761865112406328
1808,2020-04-04,North Carolina,37,2402,30,309.0,0.14763497372193024
1753,2020-04-03,North Carolina,37,2093,19,236.0,0.12708669897684444
1698,2020-04-02,North Carolina,37,1857,17,275.0,0.17383059418457658
1643,2020-04-01,North Carolina,37,1582,11,54.0,0.035340314136125706
1588,2020-03-31,North Carolina,37,1528,10,224.0,0.17177914110429437
1533,2020-03-30,North Carolina,37,1304,6,137.0,0.11739502999143103
1478,2020-03-29,North Carolina,37,1167,6,195.0,0.2006172839506173
1423,2020-03-28,North Carolina,37,972,4,189.0,0.24137931034482762
1369,2020-03-27,North Carolina,37,783,3,145.0,0.2272727272727273
1315,2020-03-26,North Carolina,37,638,2,75.0,0.13321492007104796
1261,2020-03-25,North Carolina,37,563,1,164.0,0.41102756892230574
1207,2020-03-24,North Carolina,37,399,0,96.0,0.3168316831683169
1153,2020-03-23,North Carolina,37,303,0,34.0,0.12639405204460963
1099,2020-03-22,North Carolina,37,269,0,85.0,0.4619565217391304
1045,2020-03-21,North Carolina,37,184,0,40.0,0.2777777777777777
991,2020-03-20,North Carolina,37,144,0,40.0,0.3846153846153846
937,2020-03-19,North Carolina,37,104,0,38.0,0.5757575757575757
883,2020-03-18,North Carolina,37,66,0,24.0,0.5714285714285714
829,2020-03-17,North Carolina,37,42,0,8.0,0.23529411764705888
776,2020-03-16,North Carolina,37,34,0,2.0,0.0625
723,2020-03-15,North Carolina,37,32,0,7.0,0.28
670,2020-03-14,North Carolina,37,25,0,7.0,0.38888888888888884
619,2020-03-13,North Carolina,37,18,0,2.0,0.125
569,2020-03-12,North Carolina,37,16,0,8.0,1.0
522,2020-03-11,North Carolina,37,8,0,1.0,0.1428571428571428
479,2020-03-10,North Carolina,37,7,0,0.0,0.0
441,2020-03-09,North Carolina,37,7,0,5.0,2.5
405,2020-03-08,North Carolina,37,2,0,0.0,0.0
370,2020-03-07,North Carolina,37,2,0,0.0,0.0
339,2020-03-06,North Carolina,37,2,0,1.0,1.0
314,2020-03-05,North Carolina,37,1,0,0.0,0.0
294,2020-03-04,North Carolina,37,1,0,0.0,0.0
2755,2020-04-21,New York,36,251720,14828,4177.0,0.016873836060805614
2699,2020-04-20,New York,36,247543,14347,4726.0,0.01946321715530619
2643,2020-04-19,New York,36,242817,13869,6054.0,0.025569873671139387
2587,2020-04-18,New York,36,236763,13362,7121.0,0.031009135959449985
2531,2020-04-17,New York,36,229642,12822,7358.0,0.033101797700239244
2475,2020-04-16,New York,36,222284,12192,8505.0,0.03978407607856704
2419,2020-04-15,New York,36,213779,11586,11571.0,0.05722325526190852
2363,2020-04-14,New York,36,202208,10834,7177.0,0.03679927806348737
2307,2020-04-13,New York,36,195031,10056,6337.0,0.03358347377235105
2251,2020-04-12,New York,36,188694,9385,8236.0,0.0456394285650954
2195,2020-04-11,New York,36,180458,8627,9946.0,0.058330205498733134
2139,2020-04-10,New York,36,170512,7844,10575.0,0.06611978466521196
2083,2020-04-09,New York,36,159937,7067,10536.0,0.07052161632117593
2027,2020-04-08,New York,36,149401,6268,9320.0,0.06653293451645825
1972,2020-04-07,New York,36,140081,5563,9378.0,0.07175045714329431
1917,2020-04-06,New York,36,130703,4758,7792.0,0.06339546501126825
1862,2020-04-05,New York,36,122911,4161,7915.0,0.0688284809906432
1807,2020-04-04,New York,36,114996,3568,12126.0,0.11787693205016048
1752,2020-04-03,New York,36,102870,2935,10100.0,0.10887140239301507
1697,2020-04-02,New York,36,92770,2653,8881.0,0.1058660849455828
1642,2020-04-01,New York,36,83889,1941,8057.0,0.1062480219432429
1587,2020-03-31,New York,36,75832,1550,8658.0,0.12888915354154884
1532,2020-03-30,New York,36,67174,1224,7606.0,0.12768600590921309
1477,2020-03-29,New York,36,59568,965,6205.0,0.11627906976744184
1422,2020-03-28,New York,36,53363,782,8728.0,0.19554161532429704
1368,2020-03-27,New York,36,44635,535,5648.0,0.14486880242131983
1314,2020-03-26,New York,36,38987,432,5921.0,0.17906611020383467
1260,2020-03-25,New York,36,33066,325,7401.0,0.28836937463471646
1206,2020-03-24,New York,36,25665,218,4790.0,0.22946107784431136
1152,2020-03-23,New York,36,20875,159,5707.0,0.3762526371308017
1098,2020-03-22,New York,36,15168,122,4812.0,0.46465816917728864
1044,2020-03-21,New York,36,10356,80,3254.0,0.45818079414249513
990,2020-03-20,New York,36,7102,57,2950.0,0.7105009633911368
936,2020-03-19,New York,36,4152,30,1770.0,0.743073047858942
882,2020-03-18,New York,36,2382,27,1008.0,0.7336244541484715
828,2020-03-17,New York,36,1374,17,424.0,0.4463157894736842
775,2020-03-16,New York,36,950,10,218.0,0.2978142076502732
722,2020-03-15,New York,36,732,6,122.0,0.19999999999999996
669,2020-03-14,New York,36,610,2,189.0,0.44893111638954863
618,2020-03-13,New York,36,421,0,95.0,0.29141104294478537
568,2020-03-12,New York,36,326,0,109.0,0.5023041474654377
521,2020-03-11,New York,36,217,0,44.0,0.25433526011560703
478,2020-03-10,New York,36,173,0,31.0,0.2183098591549295
440,2020-03-09,New York,36,142,0,36.0,0.3396226415094339
404,2020-03-08,New York,36,106,0,17.0,0.1910112359550562
369,2020-03-07,New York,36,89,0,45.0,1.022727272727273
338,2020-03-06,New York,36,44,0,22.0,1.0
313,2020-03-05,New York,36,22,0,11.0,1.0
293,2020-03-04,New York,36,11,0,9.0,4.5
276,2020-03-03,New York,36,2,0,1.0,1.0
261,2020-03-02,New York,36,1,0,0.0,0.0
2754,2020-04-21,New Mexico,35,2072,65,101.0,0.05124302384576351
2698,2020-04-20,New Mexico,35,1971,58,126.0,0.06829268292682933
2642,2020-04-19,New Mexico,35,1845,55,47.0,0.02614015572858741
2586,2020-04-18,New Mexico,35,1798,53,87.0,0.05084745762711873
2530,2020-04-17,New Mexico,35,1711,51,114.0,0.07138384470882908
2474,2020-04-16,New Mexico,35,1597,44,113.0,0.07614555256064692
2418,2020-04-15,New Mexico,35,1484,36,77.0,0.054726368159204064
2362,2020-04-14,New Mexico,35,1407,36,62.0,0.04609665427509291
2306,2020-04-13,New Mexico,35,1345,31,100.0,0.08032128514056236
2250,2020-04-12,New Mexico,35,1245,26,71.0,0.060477001703577615
2194,2020-04-11,New Mexico,35,1174,20,83.0,0.0760769935838681
2138,2020-04-10,New Mexico,35,1091,19,102.0,0.10313447927199193
2082,2020-04-09,New Mexico,35,989,17,124.0,0.1433526011560693
2026,2020-04-08,New Mexico,35,865,16,71.0,0.08942065491183881
1971,2020-04-07,New Mexico,35,794,13,108.0,0.1574344023323615
1916,2020-04-06,New Mexico,35,686,12,62.0,0.09935897435897445
1861,2020-04-05,New Mexico,35,624,12,81.0,0.149171270718232
1806,2020-04-04,New Mexico,35,543,11,48.0,0.09696969696969693
1751,2020-04-03,New Mexico,35,495,10,92.0,0.22828784119106693
1696,2020-04-02,New Mexico,35,403,7,40.0,0.11019283746556474
1641,2020-04-01,New Mexico,35,363,6,48.0,0.15238095238095228
1586,2020-03-31,New Mexico,35,315,5,34.0,0.12099644128113884
1531,2020-03-30,New Mexico,35,281,4,44.0,0.18565400843881852
1476,2020-03-29,New Mexico,35,237,2,29.0,0.13942307692307687
1421,2020-03-28,New Mexico,35,208,2,17.0,0.08900523560209428
1367,2020-03-27,New Mexico,35,191,1,55.0,0.40441176470588225
1313,2020-03-26,New Mexico,35,136,1,24.0,0.2142857142857142
1259,2020-03-25,New Mexico,35,112,1,12.0,0.1200000000000001
1205,2020-03-24,New Mexico,35,100,0,17.0,0.20481927710843384
1151,2020-03-23,New Mexico,35,83,0,18.0,0.2769230769230768
1097,2020-03-22,New Mexico,35,65,0,8.0,0.14035087719298245
1043,2020-03-21,New Mexico,35,57,0,14.0,0.3255813953488371
989,2020-03-20,New Mexico,35,43,0,8.0,0.22857142857142865
935,2020-03-19,New Mexico,35,35,0,7.0,0.25
881,2020-03-18,New Mexico,35,28,0,5.0,0.21739130434782616
827,2020-03-17,New Mexico,35,23,0,2.0,0.09523809523809534
774,2020-03-16,New Mexico,35,21,0,4.0,0.23529411764705888
721,2020-03-15,New Mexico,35,17,0,4.0,0.3076923076923077
668,2020-03-14,New Mexico,35,13,0,3.0,0.30000000000000004
617,2020-03-13,New Mexico,35,10,0,4.0,0.6666666666666667
567,2020-03-12,New Mexico,35,6,0,2.0,0.5
2753,2020-04-21,New Jersey,34,92387,4753,3581.0,0.04032385199198263
2697,2020-04-20,New Jersey,34,88806,4377,3505.0,0.04108978792745699
2641,2020-04-19,New Jersey,34,85301,4202,3881.0,0.04766642102677476
2585,2020-04-18,New Jersey,34,81420,4070,2953.0,0.03763365491225601
2529,2020-04-17,New Jersey,34,78467,3840,3150.0,0.04182322715987086
2473,2020-04-16,New Jersey,34,75317,3518,4287.0,0.06035477967056169
2417,2020-04-15,New Jersey,34,71030,3156,2206.0,0.032052772288736486
2361,2020-04-14,New Jersey,34,68824,2805,4240.0,0.0656509352161525
2305,2020-04-13,New Jersey,34,64584,2443,2734.0,0.04420371867421191
2249,2020-04-12,New Jersey,34,61850,2350,3699.0,0.06361025605750537
2193,2020-04-11,New Jersey,34,58151,2183,3563.0,0.06527075547739436
2137,2020-04-10,New Jersey,34,54588,1932,3561.0,0.0697865835734024
2081,2020-04-09,New Jersey,34,51027,1700,3590.0,0.07567932204819017
2025,2020-04-08,New Jersey,34,47437,1504,3021.0,0.06801603025936598
1970,2020-04-07,New Jersey,34,44416,1232,3326.0,0.08094426867851068
1915,2020-04-06,New Jersey,34,41090,1005,3585.0,0.09558725503266241
1860,2020-04-05,New Jersey,34,37505,917,3381.0,0.09907982651506275
1805,2020-04-04,New Jersey,34,34124,847,4229.0,0.14146178290684053
1750,2020-04-03,New Jersey,34,29895,647,4305.0,0.16822977725674093
1695,2020-04-02,New Jersey,34,25590,539,3335.0,0.14985396540103357
1640,2020-04-01,New Jersey,34,22255,355,3559.0,0.19036157466837822
1585,2020-03-31,New Jersey,34,18696,267,2060.0,0.12382784323154605
1530,2020-03-30,New Jersey,34,16636,199,3250.0,0.24279097564619745
1475,2020-03-29,New Jersey,34,13386,161,2262.0,0.20334412081984898
1420,2020-03-28,New Jersey,34,11124,140,2299.0,0.2605099150141643
1366,2020-03-27,New Jersey,34,8825,108,1949.0,0.2834496800465387
1312,2020-03-26,New Jersey,34,6876,81,2474.0,0.5620172648796002
1258,2020-03-25,New Jersey,34,4402,62,727.0,0.19782312925170076
1204,2020-03-24,New Jersey,34,3675,44,831.0,0.29219409282700415
1150,2020-03-23,New Jersey,34,2844,27,930.0,0.48589341692789967
1096,2020-03-22,New Jersey,34,1914,20,578.0,0.4326347305389222
1042,2020-03-21,New Jersey,34,1336,16,440.0,0.4910714285714286
988,2020-03-20,New Jersey,34,896,11,161.0,0.21904761904761916
934,2020-03-19,New Jersey,34,735,9,308.0,0.721311475409836
880,2020-03-18,New Jersey,34,427,5,159.0,0.5932835820895523
826,2020-03-17,New Jersey,34,268,3,92.0,0.5227272727272727
773,2020-03-16,New Jersey,34,176,3,78.0,0.7959183673469388
720,2020-03-15,New Jersey,34,98,2,23.0,0.30666666666666664
667,2020-03-14,New Jersey,34,75,2,25.0,0.5
616,2020-03-13,New Jersey,34,50,1,21.0,0.7241379310344827
566,2020-03-12,New Jersey,34,29,1,6.0,0.26086956521739135
519,2020-03-11,New Jersey,34,23,1,8.0,0.5333333333333334
477,2020-03-10,New Jersey,34,15,1,4.0,0.36363636363636354
439,2020-03-09,New Jersey,34,11,0,5.0,0.8333333333333333
403,2020-03-08,New Jersey,34,6,0,2.0,0.5
368,2020-03-07,New Jersey,34,4,0,0.0,0.0
337,2020-03-06,New Jersey,34,4,0,2.0,1.0
312,2020-03-05,New Jersey,34,2,0,1.0,1.0
2752,2020-04-21,New Hampshire,33,1491,42,44.0,0.03040774015203862
2696,2020-04-20,New Hampshire,33,1447,42,55.0,0.03951149425287359
2640,2020-04-19,New Hampshire,33,1392,41,50.0,0.037257824143070106
2584,2020-04-18,New Hampshire,33,1342,38,55.0,0.042735042735042805
2528,2020-04-17,New Hampshire,33,1287,37,76.0,0.06275805119735756
2472,2020-04-16,New Hampshire,33,1211,34,72.0,0.06321334503950826
2416,2020-04-15,New Hampshire,33,1139,32,48.0,0.04399633363886335
2360,2020-04-14,New Hampshire,33,1091,27,71.0,0.06960784313725488
2304,2020-04-13,New Hampshire,33,1020,23,35.0,0.035532994923857864
2248,2020-04-12,New Hampshire,33,985,23,56.0,0.060279870828848114
2192,2020-04-11,New Hampshire,33,929,23,44.0,0.049717514124293816
2136,2020-04-10,New Hampshire,33,885,22,66.0,0.08058608058608052
2080,2020-04-09,New Hampshire,33,819,21,31.0,0.03934010152284273
2024,2020-04-08,New Hampshire,33,788,18,41.0,0.05488621151271755
1969,2020-04-07,New Hampshire,33,747,13,32.0,0.04475524475524484
1914,2020-04-06,New Hampshire,33,715,9,46.0,0.06875934230194325
1859,2020-04-05,New Hampshire,33,669,9,48.0,0.07729468599033806
1804,2020-04-04,New Hampshire,33,621,9,81.0,0.1499999999999999
1749,2020-04-03,New Hampshire,33,540,7,61.0,0.12734864300626314
1694,2020-04-02,New Hampshire,33,479,5,64.0,0.15421686746987961
1639,2020-04-01,New Hampshire,33,415,4,48.0,0.13079019073569476
1584,2020-03-31,New Hampshire,33,367,3,53.0,0.16878980891719753
1529,2020-03-30,New Hampshire,33,314,3,56.0,0.21705426356589141
1474,2020-03-29,New Hampshire,33,258,3,44.0,0.20560747663551404
1419,2020-03-28,New Hampshire,33,214,2,27.0,0.14438502673796783
1365,2020-03-27,New Hampshire,33,187,2,29.0,0.18354430379746844
1311,2020-03-26,New Hampshire,33,158,1,21.0,0.15328467153284664
1257,2020-03-25,New Hampshire,33,137,1,29.0,0.2685185185185186
1203,2020-03-24,New Hampshire,33,108,1,7.0,0.06930693069306937
1149,2020-03-23,New Hampshire,33,101,1,23.0,0.29487179487179493
1095,2020-03-22,New Hampshire,33,78,0,13.0,0.19999999999999996
1041,2020-03-21,New Hampshire,33,65,0,10.0,0.18181818181818188
987,2020-03-20,New Hampshire,33,55,0,11.0,0.25
933,2020-03-19,New Hampshire,33,44,0,5.0,0.1282051282051282
879,2020-03-18,New Hampshire,33,39,0,13.0,0.5
825,2020-03-17,New Hampshire,33,26,0,9.0,0.5294117647058822
772,2020-03-16,New Hampshire,33,17,0,4.0,0.3076923076923077
719,2020-03-15,New Hampshire,33,13,0,6.0,0.8571428571428572
666,2020-03-14,New Hampshire,33,7,0,0.0,0.0
615,2020-03-13,New Hampshire,33,7,0,1.0,0.16666666666666674
565,2020-03-12,New Hampshire,33,6,0,1.0,0.19999999999999996
518,2020-03-11,New Hampshire,33,5,0,0.0,0.0
476,2020-03-10,New Hampshire,33,5,0,1.0,0.25
438,2020-03-09,New Hampshire,33,4,0,0.0,0.0
402,2020-03-08,New Hampshire,33,4,0,0.0,0.0
367,2020-03-07,New Hampshire,33,4,0,2.0,1.0
336,2020-03-06,New Hampshire,33,2,0,0.0,0.0
311,2020-03-05,New Hampshire,33,2,0,0.0,0.0
291,2020-03-04,New Hampshire,33,2,0,0.0,0.0
275,2020-03-03,New Hampshire,33,2,0,1.0,1.0
2751,2020-04-21,Nevada,32,3937,163,107.0,0.027937336814621405
2695,2020-04-20,Nevada,32,3830,163,89.0,0.0237904303662122
2639,2020-04-19,Nevada,32,3741,158,115.0,0.031715388858245985
2583,2020-04-18,Nevada,32,3626,155,102.0,0.028944381384790052
2527,2020-04-17,Nevada,32,3524,151,203.0,0.061126166817223826
2471,2020-04-16,Nevada,32,3321,142,109.0,0.03393524283935245
2415,2020-04-15,Nevada,32,3212,137,75.0,0.023908192540643913
2359,2020-04-14,Nevada,32,3137,130,101.0,0.033267457180500726
2303,2020-04-13,Nevada,32,3036,114,176.0,0.06153846153846154
2247,2020-04-12,Nevada,32,2860,113,140.0,0.05147058823529416
2191,2020-04-11,Nevada,32,2720,111,114.0,0.04374520337682264
2135,2020-04-10,Nevada,32,2606,86,150.0,0.06107491856677516
2079,2020-04-09,Nevada,32,2456,82,138.0,0.05953408110440028
2023,2020-04-08,Nevada,32,2318,80,217.0,0.10328415040456917
1968,2020-04-07,Nevada,32,2101,60,130.0,0.06595636732623045
1913,2020-04-06,Nevada,32,1971,58,91.0,0.048404255319148826
1858,2020-04-05,Nevada,32,1880,46,122.0,0.0693970420932879
1803,2020-04-04,Nevada,32,1758,46,209.0,0.13492575855390565
1748,2020-04-03,Nevada,32,1549,43,91.0,0.06241426611796985
1693,2020-04-02,Nevada,32,1458,38,179.0,0.13995308835027376
1638,2020-04-01,Nevada,32,1279,32,166.0,0.14914645103324342
1583,2020-03-31,Nevada,32,1113,26,69.0,0.06609195402298851
1528,2020-03-30,Nevada,32,1044,18,124.0,0.13478260869565228
1473,2020-03-29,Nevada,32,920,15,182.0,0.24661246612466114
1418,2020-03-28,Nevada,32,738,14,117.0,0.18840579710144922
